Time (Seconds),Unnamed: 1,X1,Y1,Z1,X2,Y2,Z2,Pxy,Pxz
9.04,6.19,3.350761,1.869385,1.811757,3.361698,1.871917,1.82174,-137.61101008555787,-166.96521645442124
9.05,6.2,3.325433,1.86899,1.786136,3.336458,1.871301,1.794876,-141.59459770904704,-168.161376438881
9.06,6.21,3.299845,1.868923,1.760384,3.310341,1.871493,1.769462,-139.14344212031017,-166.24152713441947
9.07,6.22,3.273157,1.870762,1.734958,3.283482,1.872397,1.74435,-137.70919087908817,-171.00172876698196
9.08,6.23,3.246149,1.872861,1.710393,3.256421,1.874086,1.719579,-138.19450754577016,-173.19924018531847
9.09,6.24,3.218371,1.874215,1.685359,3.228288,1.876118,1.694345,-137.8196213537026,-169.13740351413372
9.1,6.25,3.189787,1.87555,1.660024,3.19993,1.877306,1.669359,-137.37542161435024,-170.17806259943094
9.11,6.26,3.162,1.875866,1.634126,3.17207,1.87733,1.643057,-138.43044548420045,-171.72815948050044
9.12,6.27,3.134517,1.873964,1.607789,3.144882,1.875866,1.616442,-140.14390018824867,-169.60178336234355
9.13,6.28,3.106512,1.870085,1.580715,3.116662,1.872075,1.58943,-139.34992916401518,-168.9073428572826
9.14,6.29,3.078214,1.865465,1.555037,3.088668,1.867886,1.562933,-142.93592162698408,-166.96096012806007
9.15,6.3,3.049628,1.860842,1.529771,3.061186,1.863426,1.536883,-148.3947104799691,-167.3977294761573
9.16,6.31,3.022024,1.856811,1.505234,3.033877,1.859012,1.511508,-152.1069489654419,-169.4804839963189
9.17,6.32,2.994062,1.852893,1.479688,3.005506,1.854773,1.48647,-149.34795968894687,-170.67087821882697
9.18,6.33,2.965476,1.84985,1.454789,2.977454,1.851136,1.461788,-149.7013481245249,-173.87199831256052
9.19,6.34,2.937537,1.847463,1.430296,2.949048,1.848752,1.436702,-150.90357386312613,-173.61064515735296
9.2,6.35,2.908638,1.846542,1.405868,2.920094,1.848175,1.412286,-150.74112316163817,-171.88740323024095
9.21,6.36,2.878947,1.847006,1.381307,2.890245,1.848302,1.387215,-152.39383363873478,-173.45617090433143
9.22,6.37,2.848316,1.846236,1.355429,2.860008,1.84797,1.362581,-148.54586161384896,-171.5641512160974
9.23,6.38,2.818,1.843793,1.330549,2.829192,1.845388,1.337975,-146.43534221486095,-171.8892497266558
9.24,6.39,2.786844,1.839272,1.306121,2.798213,1.841012,1.31352,-146.94372763613356,-171.29852992866557
9.25,6.4,2.755995,1.83309,1.281001,2.766896,1.835258,1.288882,-144.13453086210603,-168.75173783107417
9.26,6.41,2.724729,1.825437,1.254401,2.735293,1.829317,1.26318,-140.2724048270148,-159.83246750703367
9.27,6.42,2.694366,1.816786,1.228333,2.703302,1.821799,1.23675,-136.713112878471,-150.70804307342823
9.28,6.43,2.664665,1.809268,1.204093,2.673932,1.813753,1.212249,-138.6485991731562,-154.1741600109054
9.29,6.44,2.634332,1.802628,1.180254,2.644336,1.80641,1.188532,-140.39329724345532,-159.2909624083499
9.3,6.45,2.604188,1.796786,1.156259,2.613656,1.800372,1.16474,-138.14747550854207,-159.2558441827884
9.31,6.46,2.573687,1.792413,1.133419,2.584614,1.794772,1.14102,-145.17689354847516,-167.81753897736363
9.32,6.47,2.542855,1.789441,1.110574,2.554049,1.790449,1.118157,-145.88564022994223,-174.8544937063078
9.33,6.48,2.510738,1.787395,1.088202,2.523167,1.788485,1.094432,-153.37781524803086,-174.98809010135992
9.34,6.49,2.477943,1.786849,1.065168,2.489959,1.787973,1.071754,-151.27274109439938,-174.65599205270902
9.35,6.5,2.44433,1.784786,1.041905,2.456233,1.786285,1.048863,-149.69121526452923,-172.82226275805886
9.36,6.51,2.410779,1.780776,1.019,2.422341,1.78275,1.025222,-151.71343074673646,-170.31121343963258
9.37,6.52,2.376703,1.774834,0.996184,2.388608,1.777034,1.00167,-155.2590510997102,-169.53006696499224
9.38,6.53,2.34356,1.767908,0.971651,2.355481,1.769677,0.977805,-152.695775716369,-171.55927064163922
9.39,6.54,2.310031,1.761441,0.948283,2.323122,1.763141,0.954061,-156.18468252472476,-172.60096431951018
9.4,6.55,2.278297,1.75619,0.92663,2.290527,1.757346,0.93212,-155.82487145059062,-174.60034999529123
9.41,6.56,2.245305,1.753148,0.906496,2.257844,1.753071,0.910979,-160.32678415729796,179.64816017482602
9.42,6.57,2.212315,1.751524,0.885819,2.224442,1.750629,0.890625,-158.3812917124345,175.7790943563432
9.43,6.58,2.177782,1.752158,0.86608,2.208748,1.752555,0.879732,-156.20872639926006,-179.26547896574522
9.44,6.59,2.142728,1.753339,0.846675,2.155446,1.752144,0.851109,-160.77941583029673,174.63217324006462
9.45,6.6,2.106744,1.752008,0.825923,2.118076,1.752346,0.832191,-151.05197019088212,-178.29154310402043
9.46,6.61,2.070512,1.749359,0.805202,2.082813,1.748899,0.810799,-155.53429123810696,177.8584031103208
9.47,6.62,2.034327,1.744584,0.784804,2.046196,1.744759,0.790022,-156.2681412996956,-179.15527551409966
9.48,6.63,1.997798,1.740187,0.764948,2.010809,1.740732,0.76962,-160.24776225588263,-177.60141755856066
9.49,6.64,1.962461,1.736736,0.745457,1.975217,1.737027,0.749917,-160.72836270563462,-178.69314985983553
9.5,6.65,1.927612,1.735469,0.727323,1.940428,1.734913,0.731463,-162.09779455125482,177.5158793551661
9.51,6.66,1.893186,1.73599,0.710608,1.905722,1.734423,0.713829,-165.5901287115416,172.8749836510987
9.52,6.67,1.857454,1.738389,0.695005,1.869986,1.736524,0.696792,-171.88461989115248,171.53542184762756
9.53,6.68,1.819791,1.742032,0.680457,1.832572,1.740952,0.682245,-172.03628128390292,175.16995619119754
9.54,6.69,1.781499,1.745042,0.665851,1.794508,1.745114,0.669591,-163.9604126504765,-179.68289230505644
9.55,6.7,1.742706,1.745125,0.649927,1.754954,1.7469,0.654547,-159.33330179064092,-171.75401119563043
