Time (Seconds),Unnamed: 1,X1,Y1,Z1,X2,Y2,Z2,Pxy,Pxz
57.02,54.4,0.850543,1.589776,6.606518,0.862923,1.591013,6.616222,-141.90905763438403,-174.29398916848933
57.03,54.41,0.82934,1.585574,6.582477,0.83617,1.585227,6.592736,-123.65396514251327,177.09157306920594
57.04,54.42,0.808053,1.5802,6.55835,0.814015,1.579867,6.568424,-120.61791771238742,176.80313799976014
57.05,54.43,0.781881,1.57537,6.534685,0.791415,1.575506,6.544705,-133.57624950317847,-179.1827462187393
57.06,54.44,0.760488,1.573796,6.512121,0.771884,1.573634,6.521517,-140.49442487309372,179.18556588939774
57.07,54.45,0.741499,1.57617,6.489085,0.750772,1.574789,6.499047,-132.9485354251523,171.5293698095143
57.08,54.46,0.72284,1.58001,6.466296,0.732083,1.578176,6.476245,-132.89325818943814,168.77711592836857
57.09,54.47,0.704121,1.581243,6.441806,0.710759,1.579071,6.452023,-123.0118419755174,161.88154189543496
57.1,54.48,0.681241,1.579802,6.415667,0.691733,1.579094,6.425301,-137.44112241065233,176.1395341798348
57.11,54.49,0.664004,1.580308,6.389636,0.673443,1.579662,6.399684,-133.20999759998682,176.08481341279483
57.12,54.5,0.64758,1.583401,6.365915,0.65485,1.581406,6.376091,-125.54300356946149,164.6548932348841
57.13,54.51,0.626324,1.587134,6.344397,0.635218,1.583783,6.353416,-134.60018666934235,159.35505308193584
57.14,54.52,0.611719,1.594424,6.321421,0.618891,1.590639,6.331008,-126.80002944740683,152.1772921541166
57.15,54.53,0.591565,1.601963,6.297963,0.601217,1.599172,6.307835,-134.3544080087741,163.87209416724662
57.16,54.54,0.571598,1.60733,6.273739,0.581723,1.605878,6.283464,-136.15441866138002,171.83900274927083
57.17,54.55,0.55189,1.611409,6.249212,0.561901,1.609832,6.259026,-135.56932646019476,171.04794743041683
57.18,54.56,0.534113,1.615502,6.22435,0.544013,1.613737,6.235478,-131.6578182907088,169.89135373483555
57.19,54.57,0.522104,1.62117,6.200348,0.529003,1.619265,6.21116,-122.54143076545758,164.56373500679538
57.2,54.58,0.503971,1.627474,6.176409,0.510929,1.624511,6.186839,-123.70781165037695,156.93371828277557
57.21,54.59,0.486366,1.634386,6.153427,0.49462,1.631942,6.164155,-127.57426988663627,163.506038413101
57.22,54.6,0.471844,1.643881,6.129969,0.480171,1.64178,6.140977,-127.10567799924603,165.8391619920323
57.23,54.61,0.457557,1.654145,6.106721,0.466651,1.652299,6.117751,-129.50485440173742,168.52538317913607
57.24,54.62,0.441787,1.662228,6.083697,0.450647,1.660314,6.095052,-127.96395489022012,167.8098839598977
57.25,54.63,0.423291,1.668235,6.059884,0.432233,1.666408,6.071235,-128.23004997475144,168.45244967247524
57.26,54.64,0.404832,1.673161,6.035736,0.413223,1.671244,6.047101,-126.43917141604982,167.13111699128484
57.27,54.65,0.387674,1.67798,6.01106,0.396197,1.676716,6.022402,-126.92320579753797,171.56426035874676
57.28,54.66,0.37239,1.683391,5.986853,0.380718,1.682294,5.998317,-125.99645540488774,172.49595595236102
57.29,54.67,0.358342,1.689133,5.963374,0.366289,1.687345,5.975098,-124.13100272395535,167.32013118407744
57.3,54.68,0.346899,1.695553,5.939243,0.353526,1.693475,5.951328,-118.7388546557763,162.59036370054903
57.31,54.69,0.335938,1.702668,5.914834,0.344037,1.700681,5.926584,-124.57758664984522,166.2153810873878
57.32,54.7,0.326754,1.709576,5.889583,0.333078,1.707521,5.901893,-117.1908656593459,161.99829678097825
57.33,54.71,0.317027,1.715616,5.864032,0.322657,1.713584,5.876635,-114.07122468310794,160.1542892431448
57.34,54.72,0.305231,1.720398,5.838033,0.31851,1.719487,5.851712,-134.14991356537087,176.07539750169653
57.35,54.73,0.292328,1.723563,5.811749,0.300872,1.722763,5.824142,-124.58321259060358,174.6508225704713
57.36,54.74,0.280953,1.726538,5.786,0.286635,1.725669,5.798795,-113.94503633237234,171.30461304328094
57.37,54.75,0.271403,1.729159,5.761379,0.276679,1.728019,5.773949,-112.76923065264309,167.80738262148526
57.38,54.76,0.262375,1.731427,5.736012,0.266511,1.729827,5.748701,-108.05346229049526,158.85117753675289
57.39,54.77,0.255135,1.733338,5.710098,0.258222,1.731905,5.723084,-103.372016582941,155.09904854740833
57.4,54.78,0.248575,1.735922,5.68413,0.252406,1.73484,5.697137,-106.41147866884268,164.22858060441237
57.41,54.79,0.244679,1.739232,5.65797,0.249255,1.738507,5.670951,-109.41832952087503,170.9971564685392
57.42,54.8,0.242231,1.742283,5.631004,0.244792,1.741336,5.644064,-101.09463421715364,159.70674381634265
57.43,54.81,0.238469,1.743524,5.602929,0.242779,1.743271,5.616021,-108.22199343495956,176.64055295153403
57.44,54.82,0.234491,1.742711,5.574269,0.238484,1.743069,5.587465,-106.83537912251882,-174.87673629297544
57.45,54.83,0.229261,1.740264,5.545412,0.232958,1.741126,5.558943,-105.28162926618043,-166.875286591891
57.46,54.84,0.224172,1.737585,5.517616,0.227522,1.738846,5.531,-104.05235872384301,-159.37276364478464
57.47,54.85,0.220742,1.735257,5.49086,0.222484,1.736439,5.503993,-97.55577533344284,-145.8419141181563
57.48,54.86,0.217968,1.73294,5.463839,0.219048,1.733863,5.477164,-94.63373161689701,-139.4818187346848
57.49,54.87,0.216725,1.731043,5.436857,0.217895,1.731219,5.450228,-95.00080406701065,-171.4452893147543
57.5,54.88,0.217201,1.730018,5.409379,0.218569,1.730292,5.422425,-95.98614343146956,-168.6739596322528
57.51,54.89,0.218116,1.729639,5.381211,0.220343,1.730085,5.394588,-99.45190340451022,-168.67522534182103
57.52,54.9,0.221426,1.728773,5.353271,0.221693,1.728937,5.366471,-91.15877934025549,-148.4404139286578
57.53,54.91,0.22249,1.725541,5.324026,0.225044,1.727712,5.337668,-100.60393237371181,-139.63416105770133
57.54,54.92,0.223734,1.720513,5.29428,0.224361,1.722036,5.307324,-92.75197974182049,-112.37635065437635
57.55,54.93,0.224438,1.713695,5.264506,0.22578,1.715922,5.277351,-95.9644212447164,-121.07335191360659
57.56,54.94,0.225279,1.706168,5.235135,0.226223,1.708938,5.24793,-94.21956992827201,-108.81881365753374
57.57,54.95,0.22698,1.699647,5.206342,0.227547,1.701914,5.219268,-92.5116737294679,-104.04219009784957
57.58,54.96,0.229376,1.692596,5.178376,0.228863,1.69433,5.191179,-87.705458097319,-73.51926713443723
57.59,54.97,0.232901,1.685639,5.149852,0.232026,1.687281,5.162947,-86.17721318713822,-61.94743887980341
57.6,54.98,0.237039,1.679734,5.121351,0.236452,1.681064,5.134365,-87.41740878939365,-66.1855721459031
57.61,54.99,0.241847,1.674912,5.09261,0.243327,1.676539,5.105789,-96.40746324168461,-132.29121225829513
57.62,55.0,0.247239,1.670533,5.062973,0.247167,1.672015,5.076121,-89.686244684408,-87.21858633072524
57.63,55.01,0.253301,1.665443,5.033224,0.253443,1.667407,5.046103,-90.63170052237538,-94.1353706826687
57.64,55.02,0.259414,1.658903,5.00219,0.260607,1.661651,5.015533,-95.1092399980908,-113.46729984787363
57.65,55.03,0.264827,1.650035,4.970959,0.266427,1.653045,4.984262,-96.85822777590393,-117.9933901377637
57.66,55.04,0.270411,1.639476,4.940135,0.27094,1.642904,4.953006,-92.35354037484527,-98.77253575088976
57.67,55.05,0.276311,1.627944,4.909274,0.274062,1.632187,4.921784,-79.80844830041968,-62.07419645227525
57.68,55.06,0.282665,1.616521,4.879048,0.280051,1.621203,4.891577,-78.21509385709746,-60.82500935109571
57.69,55.07,0.289159,1.606182,4.849491,0.290298,1.61053,4.862348,-95.06260938188599,-104.67932919932514
57.7,55.08,0.295742,1.596493,4.819774,0.299485,1.600875,4.833097,-105.69232180370037,-130.50316337124138
57.71,55.09,0.303083,1.588627,4.789832,0.301987,1.591506,4.802793,-85.16648901092093,-69.15878437242763
57.72,55.1,0.311261,1.581503,4.759136,0.311466,1.584453,4.772437,-90.88299412888088,-93.97518052688076
57.73,55.11,0.319166,1.57512,4.727696,0.318224,1.578047,4.740566,-85.81378782485676,-72.16020345516056
57.74,55.12,0.327053,1.568404,4.695179,0.326004,1.571328,4.707931,-85.29734566131718,-70.26429120854516
57.75,55.13,0.334765,1.559984,4.661294,0.333167,1.56481,4.674415,-83.05617289842574,-71.67910084881635
57.76,55.14,0.341828,1.549565,4.628467,0.340383,1.552644,4.640934,-83.38857691594151,-64.85894889917277
57.77,55.15,0.349584,1.537265,4.595346,0.348477,1.54087,4.608011,-85.00468681374417,-72.9296648747233
57.78,55.16,0.357215,1.523948,4.562634,0.355851,1.527794,4.574961,-83.68582697557929,-70.47273571327558
57.79,55.17,0.365684,1.511258,4.530643,0.363244,1.515718,4.54263,-78.49441295925526,-61.31758334892937
57.8,55.18,0.374772,1.499962,4.49915,0.370307,1.50343,4.511127,-69.55465236980699,-37.836763360478905
57.81,55.19,0.383307,1.489767,4.467154,0.379184,1.492435,4.479611,-71.68656322792737,-32.90697149365323
57.82,55.2,0.391803,1.480807,4.434283,0.389075,1.483072,4.446985,-77.87875303692115,-39.70212307786693
57.83,55.21,0.400358,1.472601,4.400455,0.396568,1.475005,4.413267,-73.52091768922585,-32.38698856736566
57.84,55.22,0.408225,1.466099,4.365748,0.406873,1.468192,4.378377,-83.88946240539923,-57.13904651383183
57.85,55.23,0.415998,1.459752,4.329903,0.414421,1.461507,4.343015,-83.14189170353923,-48.05791223063155
57.86,55.24,0.423524,1.451391,4.294389,0.421176,1.454182,4.306789,-79.27771420501632,-49.92691913789798
57.87,55.25,0.431692,1.441549,4.258784,0.429792,1.443011,4.271584,-81.55680907082296,-37.577335026651966
57.88,55.26,0.440861,1.429851,4.222959,0.437936,1.430796,4.236627,-77.92070296595368,-17.90444750624767
57.89,55.27,0.449953,1.416743,4.187883,0.445781,1.418372,4.201213,-72.62101521536299,-21.32866707880982
57.9,55.28,0.45854,1.403874,4.153403,0.453518,1.405814,4.166026,-68.30510122371464,-21.121560464323373
57.91,55.29,0.467376,1.392798,4.119035,0.460949,1.394715,4.131163,-62.07950848843383,-16.608416822236958
57.92,55.3,0.475701,1.384554,4.083615,0.468336,1.385336,4.096411,-60.07653928435549,-6.060835707365994
57.93,55.31,0.483395,1.378136,4.048567,0.481993,1.378842,4.061309,-83.72101323304571,-26.728286574492568
57.94,55.32,0.49162,1.373137,4.012371,0.488525,1.373642,4.025121,-76.3556431729308,-9.267081775337003
57.95,55.33,0.500312,1.368342,3.975627,0.494898,1.36842,3.988,-66.36746435284476,-0.825408502766116
57.96,55.34,0.509206,1.362242,3.938054,0.500665,1.362403,3.951608,-57.78308090259661,-1.0799119697427406
57.97,55.35,0.517852,1.353309,3.899907,0.511452,1.354468,3.911787,-61.687741367352096,-10.264662686537182
57.98,55.36,0.526417,1.3433,3.861279,0.522117,1.344082,3.873807,-71.05618216840523,-10.307191580893644
57.99,55.37,0.535106,1.332153,3.823597,0.529868,1.333828,3.835668,-66.54240786648474,-17.73316086937023
58.0,55.38,0.54404,1.321176,3.786071,0.536889,1.323504,3.800759,-64.04040089099468,-18.0326008183326
58.01,55.39,0.552641,1.312472,3.749133,0.545798,1.314491,3.761198,-60.43905562511307,-16.438485508936896
58.02,55.4,0.560943,1.306363,3.712377,0.553231,1.307218,3.724337,-57.18542746502971,-6.326329140659821
58.03,55.41,0.569793,1.302137,3.676452,0.561927,1.300917,3.687389,-54.275933226506005,8.816209981936577
58.04,55.42,0.579943,1.29907,3.638087,0.572309,1.298124,3.650821,-59.05742196514166,7.064041792799617
58.05,55.43,0.59046,1.295828,3.599423,0.584675,1.296435,3.611741,-64.84346955798883,-5.989929534925906
58.06,55.44,0.601087,1.291284,3.560225,0.596187,1.292523,3.571966,-67.34722476334174,-14.190212273018199
58.07,55.45,0.61157,1.284167,3.520972,0.60704,1.286368,3.532833,-69.09694555385813,-25.91381736527457
58.08,55.46,0.622115,1.276045,3.481311,0.618208,1.278275,3.493283,-71.9261754073946,-29.716445885252384
58.09,55.47,0.633438,1.267033,3.442343,0.628552,1.26889,3.454985,-68.86900736446277,-20.810069940511777
58.1,55.48,0.643901,1.259315,3.404639,0.638916,1.261161,3.41714,-68.25946355073081,-20.32014204846918
58.11,55.49,0.654217,1.253174,3.367113,0.650055,1.254875,3.379303,-71.14868929444069,-22.229723665778458
58.12,55.5,0.664708,1.24893,3.329208,0.66113,1.250508,3.341858,-74.2066645114666,-23.798846698800585
58.13,55.51,0.675871,1.247064,3.291264,0.672497,1.248215,3.304024,-75.18882503753031,-18.83646505517827
58.14,55.52,0.686708,1.24745,3.252618,0.683929,1.247658,3.265497,-77.82354069050437,-4.280439843488011
58.15,55.53,0.697342,1.247727,3.213049,0.693937,1.248469,3.22567,-74.90172294080568,-12.293412883813456
58.16,55.54,0.707823,1.245793,3.172423,0.704866,1.246442,3.185332,-77.09812622758228,-12.378953444980832
58.17,55.55,0.718957,1.241363,3.132272,0.71558,1.242864,3.144856,-74.97822083424717,-23.964063164195295
58.18,55.56,0.730995,1.235571,3.09241,0.72675,1.236319,3.106192,-72.88062088595217,-9.993349584839752
58.19,55.57,0.74301,1.229578,3.053692,0.739232,1.230301,3.066355,-73.3875523851103,-10.833768855457025
58.2,55.58,0.755126,1.224318,3.014838,0.751109,1.224915,3.027843,-72.83506468655133,-8.453330443521228
58.21,55.59,0.766631,1.220098,2.975974,0.763202,1.220373,2.989184,-75.44853708624164,-4.585211068526344
58.22,55.6,0.777729,1.217643,2.937551,0.774489,1.217848,2.950477,-75.92830122749419,-3.620369935171734
58.23,55.61,0.788473,1.216818,2.898651,0.784938,1.217429,2.911522,-74.64247742645968,-9.806287055988824
58.24,55.62,0.798436,1.218714,2.858986,0.795253,1.21899,2.872123,-76.38012053476308,-4.955758759172196
58.25,55.63,0.807343,1.221634,2.818885,0.804507,1.221975,2.831943,-77.74652096259426,-6.856316065655219
58.26,55.64,0.815373,1.223608,2.777913,0.812795,1.223963,2.790844,-78.72500760999878,-7.84052775899245
58.27,55.65,0.822944,1.223165,2.73632,0.821408,1.22418,2.749427,-83.31603482552252,-33.45701878907413
58.28,55.66,0.833009,1.22143,2.695512,0.831239,1.222303,2.708491,-82.23424299474107,-26.25345245705654
58.29,55.67,0.844322,1.218619,2.654493,0.841586,1.219443,2.667823,-78.40105601430808,-16.76070388273607
58.3,55.68,0.854683,1.216536,2.614765,0.852064,1.217045,2.627949,-78.76446781647974,-10.998270766673814
58.31,55.69,0.864502,1.215232,2.575258,0.8623,1.215935,2.588121,-80.28577431238071,-17.705954438079967
58.32,55.7,0.873208,1.216728,2.536501,0.871167,1.216788,2.549684,-81.19930486524325,-1.6838593721824924
58.33,55.71,0.881027,1.220114,2.497636,0.87929,1.219544,2.510481,-82.2987390326242,18.16735242113843
58.34,55.72,0.888413,1.225375,2.458147,0.886728,1.22464,2.470845,-82.44112215153136,23.566915450999456
58.35,55.73,0.895078,1.231815,2.418218,0.893263,1.230543,2.43088,-81.84265888882683,35.02378764901766
58.36,55.74,0.90082,1.23692,2.3773,0.899275,1.235553,2.390279,-83.2115436177022,41.50206903745168
58.37,55.75,0.906809,1.239632,2.335955,0.905595,1.238919,2.348984,-84.67673479220137,30.426340812543426
58.38,55.76,0.913883,1.240664,2.294731,0.912724,1.239738,2.307422,-84.78196243196604,38.623617641249886
58.39,55.77,0.921583,1.240384,2.253172,0.919893,1.239813,2.266556,-82.80333894106582,18.66855910945439
58.4,55.78,0.929008,1.240509,2.213043,0.927018,1.239413,2.226052,-81.30282630051434,28.84394078851557
58.41,55.79,0.9359,1.242188,2.174403,0.934516,1.239393,2.187135,-83.79616535141007,63.656769631330086
58.42,55.8,0.942508,1.245151,2.135861,0.939867,1.240766,2.148796,-78.46025919643336,58.9402642969262
58.43,55.81,0.948999,1.249512,2.097031,0.948364,1.245491,2.109634,-87.11560110428712,81.02590996613333
58.44,55.82,0.955634,1.255882,2.058292,0.954081,1.251994,2.070779,-82.91056442217835,68.22654463076944
58.45,55.83,0.962368,1.263636,2.019285,0.960168,1.259982,2.031942,-80.13954224991528,58.94869871814177
58.46,55.84,0.96895,1.271389,1.979868,0.966926,1.268921,1.992532,-80.91960482586038,50.64491596551983
58.47,55.85,0.975266,1.277133,1.939297,0.973423,1.275647,1.951831,-81.63516669353268,38.87902713369473
58.48,55.86,0.982018,1.280755,1.898314,0.980213,1.279851,1.911081,-81.95284933833894,26.60312989068834
58.49,55.87,0.988657,1.283471,1.857455,0.98657,1.28299,1.870377,-80.8255251524031,12.978575417794115
58.5,55.88,0.995451,1.28576,1.816938,0.993055,1.285949,1.830013,-79.6157351401976,-4.510236073821919
58.51,55.89,1.001975,1.288861,1.777787,0.999311,1.28898,1.791017,-78.61513194287143,-2.557683265748054
58.52,55.9,1.008626,1.293872,1.740928,1.005666,1.29297,1.753527,-76.77874573069316,16.947537396843277
58.53,55.91,1.016085,1.300397,1.703862,1.012302,1.298872,1.716786,-73.68465362871747,21.95531082308017
58.54,55.92,1.023419,1.30888,1.667838,1.019277,1.306459,1.680468,-71.84313090788784,30.30629619599541
58.55,55.93,1.031922,1.318866,1.631944,1.027095,1.316316,1.64438,-68.78641115500402,27.84652770321882
