0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
29.3275998598672,32.86492182634488,20.467652139933545,28.409027439289073,33.16993582152093,20.258593723069314,21.022804219956058,24.751237300075637,33.18377925445431,33.1880246954094,35.39555381742229,30.419882039203944,30.72578990103881,30.778641895422098,34.36808955897969,34.95042309585128,30.923571820368736,35.3593831610548,30.321724517506755,32.846356630585014,38.21236765111285,46.1707462674764,32.642904290254236,43.25179312332257,48.49061281364413,38.763089919539965,40.78724406016832,30.396520650583163,41.47621410567052,30.929203012656952,30.93523722376463,32.5317740982722,34.03762730391352,31.735677684718482,24.359288606079705
31.264447916498717,31.91081750298713,23.176782275177047,27.62361869103008,32.052420014855386,23.714615325135227,17.99803153569551,28.59463709852618,34.904886050629074,31.613411322227776,32.703911775385805,30.824807581631127,33.16553694485614,34.18129037572044,34.04727135127568,35.805600279135355,37.07698238507482,41.71202618089103,33.43319596186887,41.99359255330754,47.44928898477226,52.03610075832946,43.36734319393391,45.67387790596284,47.84608979643348,41.108260527768955,43.33781614862344,34.356807109560755,43.87427222764744,31.698514741536226,30.983772041239963,33.81091202382169,35.61737252436002,31.31286099173208,22.031143777421978
31.377284976544665,30.994794959644498,25.56188490437047,29.443694150924586,31.817357920823333,28.775282390175192,33.135176817972905,35.919974386763144,39.259806995089406,31.332414121024556,37.250496169021815,34.14287839016854,39.43289820938648,38.86510315831122,41.27280329519742,42.501163900048105,46.33194751386534,49.69165995768643,37.669580180572446,47.210205479480166,52.1518896620109,56.269219882404236,54.8361213473419,50.66706404167044,50.69704808207352,46.33371676869618,46.4310265807593,36.785184340240455,48.66145790158547,38.48644578241304,38.10241765160143,38.79427499497976,35.825877599152214,30.299383119505045,26.5088181740759
31.4655871068695,33.799688457100984,26.42780363964919,30.4941029626958,31.17889536022381,26.184012466757448,24.481067608401176,32.873723911385355,40.58853519076425,32.22863601480857,39.79260867628065,37.25855402183617,39.83818456321878,42.67733015295771,39.977706416144244,43.807995796034625,45.37061169225267,50.2074379064162,36.86172847791443,47.89287471283429,51.21640258725264,54.957369119253144,52.647809092263465,50.97734103300853,52.29613311119821,51.11042979730365,43.93815247772238,40.21678573348246,43.435717500613464,35.420990269858166,36.38411879901148,36.425255007783086,34.41164235564026,31.502453892097076,22.217412259614854
34.5195127814793,41.36880380906695,33.41940901964632,33.65233427674839,36.78416394311012,27.831872671711576,33.00150658383466,39.66689064073686,42.75758646935419,36.389599246927006,46.250592310972046,42.459422770481524,41.784863797305675,46.31611870940429,45.54967226045525,49.668808560279906,47.98727148129574,43.53109680025662,36.328957511787856,43.89696756084579,51.570220605949,45.953731808551765,52.12346501046265,49.87470837334432,50.96457266986227,47.24430224897555,48.26640862166456,44.20303140963769,46.394752262962854,35.02131461804612,38.29018332166984,37.279579617083115,37.89820791592138,33.47415275227648,23.62983990369952
37.926348204257295,39.2833547658964,34.56430179210759,40.78861703220282,43.971585057517224,35.11935459405289,37.649133575558345,41.42037579820476,42.355354394826456,40.462688627648475,46.896051628785585,46.26277545948871,50.86053266260846,50.80604363644069,50.36137022442895,56.89058775951412,56.40510740170128,56.97480573031915,43.00098908764747,57.84634794681952,56.77560699073674,43.59335499143694,54.97630917445625,46.487526644840706,51.10615814119812,48.33666243361898,53.70640974641656,51.013477386905286,54.69662916271365,39.25639469135645,39.02473174505915,41.96396201997884,38.34185554876417,41.88591652152879,31.30519130354596
39.89396614451361,39.94848369458107,35.865114577386294,39.748929916190605,43.01265119586454,36.43844978695836,38.002245341553184,47.28290015383046,41.65568938520743,41.74250415615526,49.45890617963909,48.58715233026481,47.58554477415653,53.951303490129725,51.92499089907625,57.92979777957801,56.04348447664579,56.187752085912805,43.72079116267137,57.53518066319689,55.20336445849024,41.295946247043815,51.500722345946,44.94011473056725,47.137016502018774,42.75212749496259,51.52222866051611,52.11823447909357,55.38433313757714,40.06478487512467,37.474307585149255,48.84573820090189,39.67123068078519,47.95335657473807,29.010246125907738
41.390319602319614,43.25463935330469,36.86252714178529,43.703515745634704,50.38432981495116,44.42682679565696,47.89425949326704,56.313501139808345,49.813569437885306,52.09922140961153,56.97932801702902,57.32905960727207,57.020833838501304,61.73331565474007,56.46502695166672,61.30465254470942,57.254954173746206,55.708297510255065,44.77908553401883,56.83397585727693,50.710667297909524,43.508108930252554,47.72146978450858,46.463609169480094,45.12985200345986,36.13077327345993,46.41021059730498,49.75166710024698,54.05600076992121,48.79627552514494,47.94612210909532,54.18395827425815,49.59743347961581,52.97220278258941,32.188718856009395
43.35373046055838,41.18828617985863,35.78023822778444,45.20473788776941,50.794756656326854,45.46215753497497,46.59576470857267,55.39495830972666,52.2338235499027,52.881916124955744,60.57337769291102,59.44952308415992,59.94804668667216,59.34729951533995,57.9409356723027,57.607638070998156,50.28767090267428,45.171340988839546,40.32777168171252,47.71833271151458,40.00197467803182,44.16840046153714,38.91622905689949,44.0454718495327,42.029943627638524,39.69001681936559,43.47161279483395,41.01625837438981,46.57306412771094,47.62047065823492,51.18686322678132,48.866380172670176,47.2923292495922,47.6419008779814,29.248184974618113
42.611125482339666,44.149887801436584,39.591617818144556,47.286464865383714,60.13562029022762,48.15778422627307,46.90509897855891,57.36450266010799,55.68295133249242,54.79588359290235,61.316914850555044,59.08391959351442,59.65024391724312,61.05814146257201,55.05185745225404,52.875069967589255,46.21167888716925,36.91273061073728,39.05220873476958,41.46131780738606,40.246371338525776,39.32718298596769,42.963287246650914,41.04562481071016,36.410051085217944,32.506235215606,38.81690766911854,33.10961891144569,40.7525153810969,39.046481896133194,44.734242798491806,38.225564252855925,41.28457830446186,36.55688093945953,33.29032321516383
