Time,,X1,Y1,Z1,X2,Y2,Z2
4.434,2.648,1.6527634,1.2492714,5.395749,1.642085,1.2493326,5.4046692
4.435,2.649,1.6556637,1.2496712,5.394326,1.645027,1.2499093,5.4032416
4.436,2.65,1.658564,1.250071,5.392903,1.647969,1.250486,5.401814
4.437,2.651,1.6615166,1.2502582,5.3915415,1.6508956,1.2508059,5.4005029
4.438,2.652,1.6644692,1.2504454,5.39018,1.6538222,1.2511258,5.3991918
4.439,2.653,1.6674218,1.2506326,5.3888185,1.6567488,1.2514457,5.3978807
4.44,2.654,1.6703744,1.2508198,5.387457,1.6596754,1.2517656,5.3965696
4.441,2.655,1.673327,1.251007,5.3860955,1.662602,1.2520855,5.3952585
4.442,2.656,1.6762796,1.2511942,5.384734,1.6655286,1.2524054,5.3939474
4.443,2.657,1.6792322,1.2513814,5.3833725,1.6684552,1.2527253,5.3926363
4.444,2.658,1.6821848,1.2515686,5.382011,1.6713818,1.2530452,5.3913252
4.445,2.659,1.6851374,1.2517558,5.3806495,1.6743084,1.2533651,5.3900141
4.446,2.66,1.68809,1.251943,5.379288,1.677235,1.253685,5.388703
4.447,2.661,1.6911211,1.2522753,5.3783209,1.6803152,1.2540096,5.3877376
4.448,2.662,1.6941522,1.2526076,5.3773538,1.6833954,1.2543342,5.3867722
4.449,2.663,1.6971833,1.2529399,5.3763867,1.6864756,1.2546588,5.3858068
4.45,2.664,1.7002144,1.2532722,5.3754196,1.6895558,1.2549834,5.3848414
4.451,2.665,1.7032455,1.2536045,5.3744525,1.692636,1.255308,5.383876
4.452,2.666,1.7062766,1.2539368,5.3734854,1.6957162,1.2556326,5.3829106
4.453,2.667,1.7093077,1.2542691,5.3725183,1.6987964,1.2559572,5.3819452
4.454,2.668,1.7123388,1.2546014,5.3715512,1.7018766,1.2562818,5.3809798
4.455,2.669,1.7153699,1.2549337,5.3705841,1.7049568,1.2566064,5.3800144
4.456,2.67,1.718401,1.255266,5.369617,1.708037,1.256931,5.379049
4.457,2.671,1.7209918,1.2560546,5.3683182,1.7109345,1.2574887,5.3778461
4.458,2.672,1.7235826,1.2568432,5.3670194,1.713832,1.2580464,5.3766432
4.459,2.673,1.7261734,1.2576318,5.3657206,1.7167295,1.2586041,5.3754403
4.46,2.674,1.7287642,1.2584204,5.3644218,1.719627,1.2591618,5.3742374
4.461,2.675,1.731355,1.259209,5.363123,1.7225245,1.2597195,5.3730345
4.462,2.676,1.7339458,1.2599976,5.3618242,1.725422,1.2602772,5.3718316
4.463,2.677,1.7365366,1.2607862,5.3605254,1.7283195,1.2608349,5.3706287
4.464,2.678,1.7391274,1.2615748,5.3592266,1.731217,1.2613926,5.3694258
4.465,2.679,1.7417182,1.2623634,5.3579278,1.7341145,1.2619503,5.3682229
4.466,2.68,1.744309,1.263152,5.356629,1.737012,1.262508,5.36702
4.467,2.681,1.7463473,1.263441,5.3543635,1.7387049,1.2629057,5.3646493
4.468,2.682,1.7483856,1.26373,5.352098,1.7403978,1.2633034,5.3622786
4.469,2.683,1.7504239,1.264019,5.3498325,1.7420907,1.2637011,5.3599079
4.47,2.684,1.7524622,1.264308,5.347567,1.7437836,1.2640988,5.3575372
4.471,2.685,1.7545005,1.264597,5.3453015,1.7454765,1.2644965,5.3551665
4.472,2.686,1.7565388,1.264886,5.343036,1.7471694,1.2648942,5.3527958
4.473,2.687,1.7585771,1.265175,5.3407705,1.7488623,1.2652919,5.3504251
4.474,2.688,1.7606154,1.265464,5.338505,1.7505552,1.2656896,5.3480544
4.475,2.689,1.7626537,1.265753,5.3362395,1.7522481,1.2660873,5.3456837
4.476,2.69,1.764692,1.266042,5.333974,1.753941,1.266485,5.343313
4.477,2.691,1.7674982,1.2673317,5.333644,1.7567823,1.267333,5.3429957
4.478,2.692,1.7703044,1.2686214,5.333314,1.7596236,1.268181,5.3426784
4.479,2.693,1.7731106,1.2699111,5.332984,1.7624649,1.269029,5.3423611
4.48,2.694,1.7759168,1.2712008,5.332654,1.7653062,1.269877,5.3420438
4.481,2.695,1.778723,1.2724905,5.332324,1.7681475,1.270725,5.3417265
4.482,2.696,1.7815292,1.2737802,5.331994,1.7709888,1.271573,5.3414092
4.483,2.697,1.7843354,1.2750699,5.331664,1.7738301,1.272421,5.3410919
4.484,2.698,1.7871416,1.2763596,5.331334,1.7766714,1.273269,5.3407746
4.485,2.699,1.7899478,1.2776493,5.331004,1.7795127,1.274117,5.3404573
4.486,2.7,1.792754,1.278939,5.330674,1.782354,1.274965,5.34014
4.487,2.701,1.7961409,1.2787489,5.330514,1.7856971,1.2747487,5.3396827
4.488,2.702,1.7995278,1.2785588,5.330354,1.7890402,1.2745324,5.3392254
4.489,2.703,1.8029147,1.2783687,5.330194,1.7923833,1.2743161,5.3387681
4.49,2.704,1.8063016,1.2781786,5.330034,1.7957264,1.2740998,5.3383108
4.491,2.705,1.8096885,1.2779885,5.329874,1.7990695,1.2738835,5.3378535
4.492,2.706,1.8130754,1.2777984,5.329714,1.8024126,1.2736672,5.3373962
4.493,2.707,1.8164623,1.2776083,5.329554,1.8057557,1.2734509,5.3369389
4.494,2.708,1.8198492,1.2774182,5.329394,1.8090988,1.2732346,5.3364816
4.495,2.709,1.8232361,1.2772281,5.329234,1.8124419,1.2730183,5.3360243
4.496,2.71,1.826623,1.277038,5.329074,1.815785,1.272802,5.335567
4.497,2.711,1.8282112,1.2787686,5.326997,1.8177215,1.2745537,5.3337953
4.498,2.712,1.8297994,1.2804992,5.32492,1.819658,1.2763054,5.3320236
4.499,2.713,1.8313876,1.2822298,5.322843,1.8215945,1.2780571,5.3302519
4.5,2.714,1.8329758,1.2839604,5.320766,1.823531,1.2798088,5.3284802
4.501,2.715,1.834564,1.285691,5.318689,1.8254675,1.2815605,5.3267085
4.502,2.716,1.8361522,1.2874216,5.316612,1.827404,1.2833122,5.3249368
4.503,2.717,1.8377404,1.2891522,5.314535,1.8293405,1.2850639,5.3231651
4.504,2.718,1.8393286,1.2908828,5.312458,1.831277,1.2868156,5.3213934
4.505,2.719,1.8409168,1.2926134,5.310381,1.8332135,1.2885673,5.3196217
4.506,2.72,1.842505,1.294344,5.308304,1.83515,1.290319,5.31785
4.507,2.721,1.8444772,1.2930524,5.3059511,1.8366785,1.290051,5.3147476
4.508,2.722,1.8464494,1.2917608,5.3035982,1.838207,1.289783,5.3116452
4.509,2.723,1.8484216,1.2904692,5.3012453,1.8397355,1.289515,5.3085428
4.51,2.724,1.8503938,1.2891776,5.2988924,1.841264,1.289247,5.3054404
4.511,2.725,1.852366,1.287886,5.2965395,1.8427925,1.288979,5.302338
4.512,2.726,1.8543382,1.2865944,5.2941866,1.844321,1.288711,5.2992356
4.513,2.727,1.8563104,1.2853028,5.2918337,1.8458495,1.288443,5.2961332
4.514,2.728,1.8582826,1.2840112,5.2894808,1.847378,1.288175,5.2930308
4.515,2.729,1.8602548,1.2827196,5.2871279,1.8489065,1.287907,5.2899284
4.516,2.73,1.862227,1.281428,5.284775,1.850435,1.287639,5.286826
4.517,2.731,1.8646776,1.2838363,5.2838976,,,
4.518,2.732,1.8671282,1.2862446,5.2830202,,,
4.519,2.733,1.8695788,1.2886529,5.2821428,,,
4.52,2.734,1.8720294,1.2910612,5.2812654,,,
4.521,2.735,1.87448,1.2934695,5.280388,,,
4.522,2.736,1.8769306,1.2958778,5.2795106,,,
4.523,2.737,1.8793812,1.2982861,5.2786332,,,
4.524,2.738,1.8818318,1.3006944,5.2777558,,,
4.525,2.739,1.8842824,1.3031027,5.2768784,,,
4.526,2.74,1.886733,1.305511,5.276001,,,
4.527,2.741,1.8904335,1.3047563,5.2759657,,,
4.528,2.742,1.894134,1.3040016,5.2759304,,,
4.529,2.743,1.8978345,1.3032469,5.2758951,,,
4.53,2.744,1.901535,1.3024922,5.2758598,,,
4.531,2.745,1.9052355,1.3017375,5.2758245,,,
4.532,2.746,1.908936,1.3009828,5.2757892,,,
4.533,2.747,1.9126365,1.3002281,5.2757539,,,
4.534,2.748,1.916337,1.2994734,5.2757186,,,
4.535,2.749,1.9200375,1.2987187,5.2756833,,,
4.536,2.75,1.923738,1.297964,5.275648,,,
4.537,2.751,1.9254175,1.2997059,5.2740449,,,
4.538,2.752,1.927097,1.3014478,5.2724418,,,
4.539,2.753,1.9287765,1.3031897,5.2708387,,,
4.54,2.754,1.930456,1.3049316,5.2692356,,,
4.541,2.755,1.9321355,1.3066735,5.2676325,,,
4.542,2.756,1.933815,1.3084154,5.2660294,,,
4.543,2.757,1.9354945,1.3101573,5.2644263,,,
4.544,2.758,1.937174,1.3118992,5.2628232,,,
4.545,2.759,1.9388535,1.3136411,5.2612201,,,
4.546,2.76,1.940533,1.315383,5.259617,,,
4.547,2.761,1.9409359,1.3152445,5.2571789,,,
4.548,2.762,1.9413388,1.315106,5.2547408,,,
4.549,2.763,1.9417417,1.3149675,5.2523027,,,
4.55,2.764,1.9421446,1.314829,5.2498646,,,
4.551,2.765,1.9425475,1.3146905,5.2474265,,,
4.552,2.766,1.9429504,1.314552,5.2449884,,,
4.553,2.767,1.9433533,1.3144135,5.2425503,,,
4.554,2.768,1.9437562,1.314275,5.2401122,,,
4.555,2.769,1.9441591,1.3141365,5.2376741,,,
4.556,2.77,1.944562,1.313998,5.235236,,,
4.557,2.771,1.9481713,1.3149418,5.2341332,,,
4.558,2.772,1.9517806,1.3158856,5.2330304,,,
4.559,2.773,1.9553899,1.3168294,5.2319276,,,
4.56,2.774,1.9589992,1.3177732,5.2308248,,,
4.561,2.775,1.9626085,1.318717,5.229722,,,
4.562,2.776,1.9662178,1.3196608,5.2286192,,,
4.563,2.777,1.9698271,1.3206046,5.2275164,,,
4.564,2.778,1.9734364,1.3215484,5.2264136,,,
4.565,2.779,1.9770457,1.3224922,5.2253108,,,
4.566,2.78,1.980655,1.323436,5.224208,,,
4.567,2.781,1.9835645,1.323356,5.2238552,,,
4.568,2.782,1.986474,1.323276,5.2235024,,,
4.569,2.783,1.9893835,1.323196,5.2231496,,,
4.57,2.784,1.992293,1.323116,5.2227968,,,
4.571,2.785,1.9952025,1.323036,5.222444,,,
4.572,2.786,1.998112,1.322956,5.2220912,,,
4.573,2.787,2.0010215,1.322876,5.2217384,,,
4.574,2.788,2.003931,1.322796,5.2213856,,,
4.575,2.789,2.0068405,1.322716,5.2210328,,,
4.576,2.79,2.00975,1.322636,5.22068,,,
4.577,2.791,2.0116015,1.3231096,5.2184874,,,
4.578,2.792,2.013453,1.3235832,5.2162948,,,
4.579,2.793,2.0153045,1.3240568,5.2141022,,,
4.58,2.794,2.017156,1.3245304,5.2119096,,,
4.581,2.795,2.0190075,1.325004,5.209717,,,
4.582,2.796,2.020859,1.3254776,5.2075244,,,
4.583,2.797,2.0227105,1.3259512,5.2053318,,,
4.584,2.798,2.024562,1.3264248,5.2031392,,,
4.585,2.799,2.0264135,1.3268984,5.2009466,,,
4.586,2.8,2.028265,1.327372,5.198754,,,
4.587,2.801,2.0303975,1.3272571,5.1976002,,,
4.588,2.802,2.03253,1.3271422,5.1964464,,,
4.589,2.803,2.0346625,1.3270273,5.1952926,,,
4.59,2.804,2.036795,1.3269124,5.1941388,,,
4.591,2.805,2.0389275,1.3267975,5.192985,,,
4.592,2.806,2.04106,1.3266826,5.1918312,,,
4.593,2.807,2.0431925,1.3265677,5.1906774,,,
4.594,2.808,2.045325,1.3264528,5.1895236,,,
4.595,2.809,2.0474575,1.3263379,5.1883698,,,
4.596,2.81,2.04959,1.326223,5.187216,,,
4.597,2.811,2.0518043,1.3266112,5.1862947,,,
4.598,2.812,2.0540186,1.3269994,5.1853734,,,
4.599,2.813,2.0562329,1.3273876,5.1844521,,,
4.6,2.814,2.0584472,1.3277758,5.1835308,,,
4.601,2.815,2.0606615,1.328164,5.1826095,,,
4.602,2.816,2.0628758,1.3285522,5.1816882,,,
4.603,2.817,2.0650901,1.3289404,5.1807669,,,
4.604,2.818,2.0673044,1.3293286,5.1798456,,,
4.605,2.819,2.0695187,1.3297168,5.1789243,,,
4.606,2.82,2.071733,1.330105,5.178003,,,
4.607,2.821,2.0735942,1.3300087,5.1761622,2.0629148,1.3314499,5.184153
4.608,2.822,2.0754554,1.3299124,5.1743214,2.0648876,1.3315828,5.182465
4.609,2.823,2.0773166,1.3298161,5.1724806,2.0668604,1.3317157,5.180777
4.61,2.824,2.0791778,1.3297198,5.1706398,2.0688332,1.3318486,5.179089
4.611,2.825,2.081039,1.3296235,5.168799,2.070806,1.3319815,5.177401
4.612,2.826,2.0829002,1.3295272,5.1669582,2.0727788,1.3321144,5.175713
4.613,2.827,2.0847614,1.3294309,5.1651174,2.0747516,1.3322473,5.174025
4.614,2.828,2.0866226,1.3293346,5.1632766,2.0767244,1.3323802,5.172337
4.615,2.829,2.0884838,1.3292383,5.1614358,2.0786972,1.3325131,5.170649
4.616,2.83,2.090345,1.329142,5.159595,2.08067,1.332646,5.168961
4.617,2.831,2.0925545,1.3290248,5.1584593,2.0827381,1.3325793,5.1675543
4.618,2.832,2.094764,1.3289076,5.1573236,2.0848062,1.3325126,5.1661476
4.619,2.833,2.0969735,1.3287904,5.1561879,2.0868743,1.3324459,5.1647409
4.62,2.834,2.099183,1.3286732,5.1550522,2.0889424,1.3323792,5.1633342
4.621,2.835,2.1013925,1.328556,5.1539165,2.0910105,1.3323125,5.1619275
4.622,2.836,2.103602,1.3284388,5.1527808,2.0930786,1.3322458,5.1605208
4.623,2.837,2.1058115,1.3283216,5.1516451,2.0951467,1.3321791,5.1591141
4.624,2.838,2.108021,1.3282044,5.1505094,2.0972148,1.3321124,5.1577074
4.625,2.839,2.1102305,1.3280872,5.1493737,2.0992829,1.3320457,5.1563007
4.626,2.84,2.11244,1.32797,5.148238,2.101351,1.331979,5.154894
4.627,2.841,2.1145904,1.3283404,5.1469151,2.1034911,1.3320901,5.1536426
4.628,2.842,2.1167408,1.3287108,5.1455922,2.1056312,1.3322012,5.1523912
4.629,2.843,2.1188912,1.3290812,5.1442693,2.1077713,1.3323123,5.1511398
4.63,2.844,2.1210416,1.3294516,5.1429464,2.1099114,1.3324234,5.1498884
4.631,2.845,2.123192,1.329822,5.1416235,2.1120515,1.3325345,5.148637
4.632,2.846,2.1253424,1.3301924,5.1403006,2.1141916,1.3326456,5.1473856
4.633,2.847,2.1274928,1.3305628,5.1389777,2.1163317,1.3327567,5.1461342
4.634,2.848,2.1296432,1.3309332,5.1376548,2.1184718,1.3328678,5.1448828
4.635,2.849,2.1317936,1.3313036,5.1363319,2.1206119,1.3329789,5.1436314
4.636,2.85,2.133944,1.331674,5.135009,2.122752,1.33309,5.14238
4.637,2.851,2.136135,1.3313952,5.1337915,2.1248976,1.3327962,5.1411708
4.638,2.852,2.138326,1.3311164,5.132574,2.1270432,1.3325024,5.1399616
4.639,2.853,2.140517,1.3308376,5.1313565,2.1291888,1.3322086,5.1387524
4.64,2.854,2.142708,1.3305588,5.130139,2.1313344,1.3319148,5.1375432
4.641,2.855,2.144899,1.33028,5.1289215,2.13348,1.331621,5.136334
4.642,2.856,2.14709,1.3300012,5.127704,2.1356256,1.3313272,5.1351248
4.643,2.857,2.149281,1.3297224,5.1264865,2.1377712,1.3310334,5.1339156
4.644,2.858,2.151472,1.3294436,5.125269,2.1399168,1.3307396,5.1327064
4.645,2.859,2.153663,1.3291648,5.1240515,2.1420624,1.3304458,5.1314972
4.646,2.86,2.155854,1.328886,5.122834,2.144208,1.330152,5.130288
4.647,2.861,2.1581725,1.3281066,5.1215569,2.1465794,1.3295266,5.1290272
4.648,2.862,2.160491,1.3273272,5.1202798,2.1489508,1.3289012,5.1277664
4.649,2.863,2.1628095,1.3265478,5.1190027,2.1513222,1.3282758,5.1265056
4.65,2.864,2.165128,1.3257684,5.1177256,2.1536936,1.3276504,5.1252448
4.651,2.865,2.1674465,1.324989,5.1164485,2.156065,1.327025,5.123984
4.652,2.866,2.169765,1.3242096,5.1151714,2.1584364,1.3263996,5.1227232
4.653,2.867,2.1720835,1.3234302,5.1138943,2.1608078,1.3257742,5.1214624
4.654,2.868,2.174402,1.3226508,5.1126172,2.1631792,1.3251488,5.1202016
4.655,2.869,2.1767205,1.3218714,5.1113401,2.1655506,1.3245234,5.1189408
4.656,2.87,2.179039,1.321092,5.110063,2.167922,1.323898,5.11768
4.657,2.871,2.1813449,1.3201153,5.1088734,2.1702956,1.323135,5.1164866
4.658,2.872,2.1836508,1.3191386,5.1076838,2.1726692,1.322372,5.1152932
4.659,2.873,2.1859567,1.3181619,5.1064942,2.1750428,1.321609,5.1140998
4.66,2.874,2.1882626,1.3171852,5.1053046,2.1774164,1.320846,5.1129064
4.661,2.875,2.1905685,1.3162085,5.104115,2.17979,1.320083,5.111713
4.662,2.876,2.1928744,1.3152318,5.1029254,2.1821636,1.31932,5.1105196
4.663,2.877,2.1951803,1.3142551,5.1017358,2.1845372,1.318557,5.1093262
4.664,2.878,2.1974862,1.3132784,5.1005462,2.1869108,1.317794,5.1081328
4.665,2.879,2.1997921,1.3123017,5.0993566,2.1892844,1.317031,5.1069394
4.666,2.88,2.202098,1.311325,5.098167,2.191658,1.316268,5.105746
4.667,2.881,2.2040309,1.3107508,5.0969217,2.1937364,1.3157764,5.1045824
4.668,2.882,2.2059638,1.3101766,5.0956764,2.1958148,1.3152848,5.1034188
4.669,2.883,2.2078967,1.3096024,5.0944311,2.1978932,1.3147932,5.1022552
4.67,2.884,2.2098296,1.3090282,5.0931858,2.1999716,1.3143016,5.1010916
4.671,2.885,2.2117625,1.308454,5.0919405,2.20205,1.31381,5.099928
4.672,2.886,2.2136954,1.3078798,5.0906952,2.2041284,1.3133184,5.0987644
4.673,2.887,2.2156283,1.3073056,5.0894499,2.2062068,1.3128268,5.0976008
4.674,2.888,2.2175612,1.3067314,5.0882046,2.2082852,1.3123352,5.0964372
4.675,2.889,2.2194941,1.3061572,5.0869593,2.2103636,1.3118436,5.0952736
4.676,2.89,2.221427,1.305583,5.085714,2.212442,1.311352,5.09411
4.677,2.891,2.2231984,1.3057092,5.0841992,2.2141837,1.3112895,5.0926934
4.678,2.892,2.2249698,1.3058354,5.0826844,2.2159254,1.311227,5.0912768
4.679,2.893,2.2267412,1.3059616,5.0811696,2.2176671,1.3111645,5.0898602
4.68,2.894,2.2285126,1.3060878,5.0796548,2.2194088,1.311102,5.0884436
4.681,2.895,2.230284,1.306214,5.07814,2.2211505,1.3110395,5.087027
4.682,2.896,2.2320554,1.3063402,5.0766252,2.2228922,1.310977,5.0856104
4.683,2.897,2.2338268,1.3064664,5.0751104,2.2246339,1.3109145,5.0841938
4.684,2.898,2.2355982,1.3065926,5.0735956,2.2263756,1.310852,5.0827772
4.685,2.899,2.2373696,1.3067188,5.0720808,2.2281173,1.3107895,5.0813606
4.686,2.9,2.239141,1.306845,5.070566,2.229859,1.310727,5.079944
4.687,2.901,2.2405245,1.3071816,5.0687304,2.2313166,1.3109306,5.0782034
4.688,2.902,2.241908,1.3075182,5.0668948,2.2327742,1.3111342,5.0764628
4.689,2.903,2.2432915,1.3078548,5.0650592,2.2342318,1.3113378,5.0747222
4.69,2.904,2.244675,1.3081914,5.0632236,2.2356894,1.3115414,5.0729816
4.691,2.905,2.2460585,1.308528,5.061388,2.237147,1.311745,5.071241
4.692,2.906,2.247442,1.3088646,5.0595524,2.2386046,1.3119486,5.0695004
4.693,2.907,2.2488255,1.3092012,5.0577168,2.2400622,1.3121522,5.0677598
4.694,2.908,2.250209,1.3095378,5.0558812,2.2415198,1.3123558,5.0660192
4.695,2.909,2.2515925,1.3098744,5.0540456,2.2429774,1.3125594,5.0642786
4.696,2.91,2.252976,1.310211,5.05221,2.244435,1.312763,5.062538
4.697,2.911,2.254434,1.3105128,5.0502827,2.2459581,1.3129617,5.0606801
4.698,2.912,2.255892,1.3108146,5.0483554,2.2474812,1.3131604,5.0588222
4.699,2.913,2.25735,1.3111164,5.0464281,2.2490043,1.3133591,5.0569643
4.7,2.914,2.258808,1.3114182,5.0445008,2.2505274,1.3135578,5.0551064
4.701,2.915,2.260266,1.31172,5.0425735,2.2520505,1.3137565,5.0532485
4.702,2.916,2.261724,1.3120218,5.0406462,2.2535736,1.3139552,5.0513906
4.703,2.917,2.263182,1.3123236,5.0387189,2.2550967,1.3141539,5.0495327
4.704,2.918,2.26464,1.3126254,5.0367916,2.2566198,1.3143526,5.0476748
4.705,2.919,2.266098,1.3129272,5.0348643,2.2581429,1.3145513,5.0458169
4.706,2.92,2.267556,1.313229,5.032937,2.259666,1.31475,5.043959
4.707,2.921,2.2693771,1.3131006,5.0311247,2.261382,1.3145828,5.0421206
4.708,2.922,2.2711982,1.3129722,5.0293124,2.263098,1.3144156,5.0402822
4.709,2.923,2.2730193,1.3128438,5.0275001,2.264814,1.3142484,5.0384438
4.71,2.924,2.2748404,1.3127154,5.0256878,2.26653,1.3140812,5.0366054
4.711,2.925,2.2766615,1.312587,5.0238755,2.268246,1.313914,5.034767
4.712,2.926,2.2784826,1.3124586,5.0220632,2.269962,1.3137468,5.0329286
4.713,2.927,2.2803037,1.3123302,5.0202509,2.271678,1.3135796,5.0310902
4.714,2.928,2.2821248,1.3122018,5.0184386,2.273394,1.3134124,5.0292518
4.715,2.929,2.2839459,1.3120734,5.0166263,2.27511,1.3132452,5.0274134
4.716,2.93,2.285767,1.311945,5.014814,2.276826,1.313078,5.025575
4.717,2.931,2.2878824,1.3114988,5.0131207,2.2789118,1.3126478,5.0238798
4.718,2.932,2.2899978,1.3110526,5.0114274,2.2809976,1.3122176,5.0221846
4.719,2.933,2.2921132,1.3106064,5.0097341,2.2830834,1.3117874,5.0204894
4.72,2.934,2.2942286,1.3101602,5.0080408,2.2851692,1.3113572,5.0187942
4.721,2.935,2.296344,1.309714,5.0063475,2.287255,1.310927,5.017099
4.722,2.936,2.2984594,1.3092678,5.0046542,2.2893408,1.3104968,5.0154038
4.723,2.937,2.3005748,1.3088216,5.0029609,2.2914266,1.3100666,5.0137086
4.724,2.938,2.3026902,1.3083754,5.0012676,2.2935124,1.3096364,5.0120134
4.725,2.939,2.3048056,1.3079292,4.9995743,2.2955982,1.3092062,5.0103182
4.726,2.94,2.306921,1.307483,4.997881,2.297684,1.308776,5.008623
4.727,2.941,2.3090493,1.3069396,4.9961783,2.2999163,1.3083599,5.0069455
4.728,2.942,2.3111776,1.3063962,4.9944756,2.3021486,1.3079438,5.005268
4.729,2.943,2.3133059,1.3058528,4.9927729,2.3043809,1.3075277,5.0035905
4.73,2.944,2.3154342,1.3053094,4.9910702,2.3066132,1.3071116,5.001913
4.731,2.945,2.3175625,1.304766,4.9893675,2.3088455,1.3066955,5.0002355
4.732,2.946,2.3196908,1.3042226,4.9876648,2.3110778,1.3062794,4.998558
4.733,2.947,2.3218191,1.3036792,4.9859621,2.3133101,1.3058633,4.9968805
4.734,2.948,2.3239474,1.3031358,4.9842594,2.3155424,1.3054472,4.995203
4.735,2.949,2.3260757,1.3025924,4.9825567,2.3177747,1.3050311,4.9935255
4.736,2.95,2.328204,1.302049,4.980854,2.320007,1.304615,4.991848
4.737,2.951,2.3301748,1.3015858,4.979151,2.3220151,1.3041833,4.9901471
4.738,2.952,2.3321456,1.3011226,4.977448,2.3240232,1.3037516,4.9884462
4.739,2.953,2.3341164,1.3006594,4.975745,2.3260313,1.3033199,4.9867453
4.74,2.954,2.3360872,1.3001962,4.974042,2.3280394,1.3028882,4.9850444
4.741,2.955,2.338058,1.299733,4.972339,2.3300475,1.3024565,4.9833435
4.742,2.956,2.3400288,1.2992698,4.970636,2.3320556,1.3020248,4.9816426
4.743,2.957,2.3419996,1.2988066,4.968933,2.3340637,1.3015931,4.9799417
4.744,2.958,2.3439704,1.2983434,4.96723,2.3360718,1.3011614,4.9782408
4.745,2.959,2.3459412,1.2978802,4.965527,2.3380799,1.3007297,4.9765399
4.746,2.96,2.347912,1.297417,4.963824,2.340088,1.300298,4.974839
4.747,2.961,2.349587,1.2971634,4.9620711,2.3418736,1.3000072,4.9731352
4.748,2.962,2.351262,1.2969098,4.9603182,2.3436592,1.2997164,4.9714314
4.749,2.963,2.352937,1.2966562,4.9585653,2.3454448,1.2994256,4.9697276
4.75,2.964,2.354612,1.2964026,4.9568124,2.3472304,1.2991348,4.9680238
4.751,2.965,2.356287,1.296149,4.9550595,2.349016,1.298844,4.96632
4.752,2.966,2.357962,1.2958954,4.9533066,2.3508016,1.2985532,4.9646162
4.753,2.967,2.359637,1.2956418,4.9515537,2.3525872,1.2982624,4.9629124
4.754,2.968,2.361312,1.2953882,4.9498008,2.3543728,1.2979716,4.9612086
4.755,2.969,2.362987,1.2951346,4.9480479,2.3561584,1.2976808,4.9595048
4.756,2.97,2.364662,1.294881,4.946295,2.357944,1.29739,4.957801
4.757,2.971,2.366098,1.2948233,4.9445313,2.3593958,1.2972079,4.9561041
4.758,2.972,2.367534,1.2947656,4.9427676,2.3608476,1.2970258,4.9544072
4.759,2.973,2.36897,1.2947079,4.9410039,2.3622994,1.2968437,4.9527103
4.76,2.974,2.370406,1.2946502,4.9392402,2.3637512,1.2966616,4.9510134
4.761,2.975,2.371842,1.2945925,4.9374765,2.365203,1.2964795,4.9493165
4.762,2.976,2.373278,1.2945348,4.9357128,2.3666548,1.2962974,4.9476196
4.763,2.977,2.374714,1.2944771,4.9339491,2.3681066,1.2961153,4.9459227
4.764,2.978,2.37615,1.2944194,4.9321854,2.3695584,1.2959332,4.9442258
4.765,2.979,2.377586,1.2943617,4.9304217,2.3710102,1.2957511,4.9425289
4.766,2.98,2.379022,1.294304,4.928658,2.372462,1.295569,4.940832
4.767,2.981,2.3802434,1.2943549,4.9269557,2.3737525,1.295502,4.9391544
4.768,2.982,2.3814648,1.2944058,4.9252534,2.375043,1.295435,4.9374768
4.769,2.983,2.3826862,1.2944567,4.9235511,2.3763335,1.295368,4.9357992
4.77,2.984,2.3839076,1.2945076,4.9218488,2.377624,1.295301,4.9341216
4.771,2.985,2.385129,1.2945585,4.9201465,2.3789145,1.295234,4.932444
4.772,2.986,2.3863504,1.2946094,4.9184442,2.380205,1.295167,4.9307664
4.773,2.987,2.3875718,1.2946603,4.9167419,2.3814955,1.2951,4.9290888
4.774,2.988,2.3887932,1.2947112,4.9150396,2.382786,1.295033,4.9274112
4.775,2.989,2.3900146,1.2947621,4.9133373,2.3840765,1.294966,4.9257336
4.776,2.99,2.391236,1.294813,4.911635,2.385367,1.294899,4.924056
4.777,2.991,2.3923811,1.2950254,4.9098818,2.3865268,1.2950218,4.9223038
4.778,2.992,2.3935262,1.2952378,4.9081286,2.3876866,1.2951446,4.9205516
4.779,2.993,2.3946713,1.2954502,4.9063754,2.3888464,1.2952674,4.9187994
4.78,2.994,2.3958164,1.2956626,4.9046222,2.3900062,1.2953902,4.9170472
4.781,2.995,2.3969615,1.295875,4.902869,2.391166,1.295513,4.915295
4.782,2.996,2.3981066,1.2960874,4.9011158,2.3923258,1.2956358,4.9135428
4.783,2.997,2.3992517,1.2962998,4.8993626,2.3934856,1.2957586,4.9117906
4.784,2.998,2.4003968,1.2965122,4.8976094,2.3946454,1.2958814,4.9100384
4.785,2.999,2.4015419,1.2967246,4.8958562,2.3958052,1.2960042,4.9082862
4.786,3,2.402687,1.296937,4.894103,2.396965,1.296127,4.906534
4.787,3.001,2.4037931,1.2972372,4.8921852,2.3980725,1.2963494,4.9045962
4.788,3.002,2.4048992,1.2975374,4.8902674,2.39918,1.2965718,4.9026584
4.789,3.003,2.4060053,1.2978376,4.8883496,2.4002875,1.2967942,4.9007206
4.79,3.004,2.4071114,1.2981378,4.8864318,2.401395,1.2970166,4.8987828
4.791,3.005,2.4082175,1.298438,4.884514,2.4025025,1.297239,4.896845
4.792,3.006,2.4093236,1.2987382,4.8825962,2.40361,1.2974614,4.8949072
