Time (Seconds),Unnamed: 1,X1,Y1,Z1,X2,Y2,Z2,Pxy,Pxz
4.83,0.0,1.676862,1.379885,6.445962,1.663089,1.381525,6.450046,-16.516258375179472,-6.790439525010617
4.84,0.01,1.709622,1.387895,6.448305,1.695269,1.390379,6.451589,-12.887574338370458,-9.818629825741018
4.85,0.02,1.741939,1.39521,6.451759,1.728054,1.398389,6.455096,-13.51367981019345,-12.895728140882731
4.86,0.03,1.77343,1.402893,6.454873,1.760774,1.406178,6.459706,-20.900567167649243,-14.550636467606777
4.87,0.04,1.80434,1.410597,6.456492,1.792425,1.413831,6.462793,-27.87119374479878,-15.185517351338675
4.88,0.05,1.835721,1.417696,6.456165,1.824423,1.42099,6.463199,-31.905900376935286,-16.254362373314596
4.89,0.06,1.866058,1.42399,6.452862,1.854083,1.427132,6.459436,-28.76577503601504,-14.701869201986414
4.9,0.07,1.895756,1.429998,6.445597,1.884069,1.433152,6.452427,-30.302443421556347,-15.1027664796489
4.91,0.08,1.925533,1.434144,6.435458,1.914271,1.437693,6.442423,-31.734778117173324,-17.49123065421492
4.92,0.09,1.956026,1.436713,6.426403,1.944362,1.440881,6.432673,-28.260316243807285,-19.663781181733984
4.93,0.1,1.988529,1.438892,6.419099,1.975784,1.443331,6.425613,-27.07168419170069,-19.202892379961
4.94,0.11,2.020897,1.440536,6.412766,2.008519,1.445318,6.419289,-27.788484266972727,-21.123071468821834
4.95,0.12,2.052139,1.441338,6.405522,2.040899,1.446162,6.412341,-31.24404073217621,-23.22811427237808
4.96,0.13,2.082393,1.441832,6.396397,2.071611,1.446326,6.404036,-35.317405490007246,-22.626656497991828
4.97,0.14,2.111594,1.44154,6.385581,2.101895,1.44611,6.394081,-41.23064438464842,-25.22899746560839
4.98,0.15,2.14026,1.441136,6.371807,2.130224,1.445838,6.380134,-39.68293645087616,-25.1037175021741
4.99,0.16,2.167281,1.44094,6.354391,2.157743,1.445172,6.363685,-44.257679058432466,-23.92680804225433
5.0,0.17,2.193815,1.43918,6.335397,2.185087,1.443603,6.34506,-47.910416484875356,-26.8740614805977
5.01,0.18,2.221067,1.43561,6.316533,2.212487,1.440629,6.326266,-48.60262926008254,-30.326141538184014
5.02,0.19,2.249226,1.430787,6.299097,2.241074,1.436328,6.308805,-49.97915408466745,-34.20435822311131
5.03,0.2,2.278447,1.42586,6.282646,2.270553,1.430844,6.292825,-52.20577007164774,-32.26690495630244
5.04,0.21,2.30864,1.418974,6.266372,2.301053,1.424655,6.276332,-52.70177173193337,-36.82516460768835
5.05,0.22,2.338381,1.41153,6.249816,2.330482,1.417579,6.259223,-49.98002686434369,-37.44464454469868
5.06,0.23,2.36724,1.403881,6.232566,2.359337,1.40995,6.242062,-50.23124413237615,-37.52196421495876
5.07,0.24,2.394834,1.396187,6.213736,2.387615,1.402299,6.223542,-53.64017104744564,-40.25307620273331
5.08,0.25,2.421342,1.389228,6.193176,2.414397,1.394908,6.203669,-56.50062723830469,-39.27817371762029
5.09,0.26,2.445904,1.38223,6.170662,2.439183,1.387633,6.18144,-58.05295060664695,-38.79573981563804
