Time (Seconds),Unnamed: 1,X1,Y1,Z1,X2,Y2,Z2,Pxy,Pxz
49.59,46.91,3.993581,2.048915,0.76537,3.994548,2.03586,0.760093,100.38413068650745,94.23623313791973
49.6,46.92,3.99273,2.037498,0.7669,3.993222,2.024634,0.76315,97.47451401424188,92.19028222754908
49.61,46.93,3.991433,2.024844,0.769202,3.992029,2.011559,0.765641,99.50145509934454,92.56871679640113
49.62,46.94,3.990345,2.01058,0.771624,3.990607,1.997085,0.768647,95.029531939461,91.11223479671054
49.63,46.95,3.989836,1.982303,0.771197,3.990599,1.995689,0.774502,-102.99968116451355,-93.26232085257355
49.64,46.96,3.98983,1.96739,0.772747,3.991861,1.980705,0.775233,-129.2479655387932,-98.67274639509688
49.65,46.97,3.988511,1.952007,0.772879,3.991304,1.965369,0.775019,-142.54062019307048,-101.80629743989651
49.66,46.98,3.987004,1.935949,0.772515,3.989876,1.949455,0.77415,-150.34758666507759,-102.00491551357229
49.67,46.99,3.986943,1.918877,0.772837,3.990198,1.932272,0.774092,-158.91532225996863,-103.65820870880464
49.68,47.0,3.987265,1.90023,0.774032,3.990031,1.913784,0.775163,-157.76065591012815,-101.53412373011959
49.69,47.01,3.986846,1.880751,0.775339,3.990246,1.894201,0.776253,-164.95327018945386,-104.18649429356104
49.7,47.02,3.985569,1.860241,0.77665,3.988945,1.87364,0.777888,-159.86170190589243,-104.14184007744338
49.71,47.03,3.983097,1.839742,0.778629,3.985857,1.853196,0.77971,-158.61137717218344,-101.59301370212143
49.72,47.04,3.980472,1.819094,0.781612,3.983646,1.832442,0.782057,-172.01905898169076,-103.37586101199578
49.73,47.05,3.978924,1.795604,0.785538,3.981885,1.809065,0.78538,176.94557386656533,-102.40571334661756
49.74,47.06,3.977856,1.770875,0.789058,3.981179,1.784141,0.78868,173.51034956777832,-104.06266250355094
49.75,47.07,3.977266,1.744109,0.792213,3.980736,1.758152,0.791325,165.64562234752617,-103.8796560159824
49.76,47.08,3.976318,1.717725,0.795117,3.978235,1.731595,0.792895,130.78553162155245,-97.86910850693465
49.77,47.09,3.973202,1.692148,0.797737,3.977264,1.705326,0.795142,147.42761234719282,-107.13144375575318
49.78,47.1,3.968583,1.66699,0.800707,3.973316,1.679687,0.797463,145.57324578730865,-110.44370554968178
