Time (Seconds),Unnamed: 1,X1,Y1,Z1,X2,Y2,Z2,Pxy,Pxz
24.34,19.05,0.921334,1.267194,6.563992,0.946475,1.272686,6.590657,-133.31499067858917,-167.6774294485681
24.35,19.06,0.90427,1.253804,6.542193,0.926496,1.263526,6.572301,-126.43508152167327,-156.37467937365196
24.36,19.07,0.889157,1.24448,6.529547,0.904743,1.253962,6.549163,-128.46908970039073,-148.68507045468385
24.37,19.08,0.881792,1.23762,6.525174,0.881959,1.24413,6.522487,93.55642110874793,-91.46947728436263
24.38,19.09,0.863388,1.228211,6.500711,0.858888,1.234168,6.493514,57.98388402950624,-52.93209747488419
24.39,19.1,0.84846,1.221452,6.475428,0.836272,1.22421,6.463486,44.415902466446255,-12.750613399799448
24.4,19.11,0.829968,1.215051,6.450283,0.814855,1.214394,6.433645,47.74980214559097,2.489223877965869
24.41,19.12,0.78786,1.20221,6.395068,0.79538,1.204854,6.405233,-126.49379187282015,-160.6285427296523
24.42,19.13,0.769622,1.192938,6.367643,0.777123,1.195499,6.37795,-126.04554835852969,-161.14901029783636
24.43,19.14,0.752753,1.184419,6.339901,0.766836,1.189312,6.35164,-140.18682644250117,-160.84071904477224
24.44,19.15,0.736637,1.177211,6.311995,0.741143,1.178674,6.323361,-111.62562941967737,-162.0125159600582
24.45,19.16,0.716645,1.170996,6.285269,0.721218,1.172096,6.296243,-112.62208926382326,-166.47489034526444
24.46,19.17,0.701396,1.168002,6.257757,0.708247,1.169758,6.268843,-121.71551171643237,-165.62383699975945
24.47,19.18,0.685555,1.164795,6.229067,0.692081,1.166718,6.240226,-120.31992541708706,-163.5814688794331
24.48,19.19,0.670182,1.160567,6.199532,0.677534,1.162725,6.210385,-124.11435621409824,-163.64168720042707
24.49,19.2,0.655864,1.155244,6.168674,0.660371,1.156754,6.180288,-111.209546107973,-161.4773789064167
24.5,19.21,0.636219,1.147707,6.139211,0.644695,1.150775,6.149849,-128.5466562428804,-160.10160871382305
24.51,19.22,0.621212,1.142375,6.109311,0.629479,1.145301,6.120138,-127.3636912689568,-160.5092272798282
24.52,19.23,0.60722,1.138784,6.079392,0.613379,1.140976,6.091002,-117.94554614911887,-160.40925751677045
24.53,19.24,0.594695,1.137008,6.050062,0.60121,1.138732,6.061756,-119.12319886404681,-165.1781128583143
24.54,19.25,0.586728,1.137425,6.018467,0.586522,1.137149,6.031527,-89.09632834038457,53.26319335637905
24.55,19.26,0.570194,1.135311,5.988201,0.57697,1.137125,5.999914,-120.04948956522368,-165.01281079433008
24.56,19.27,0.555935,1.132343,5.957216,0.564701,1.13501,5.968239,-128.4933454191125,-163.07794895297693
24.57,19.28,0.540743,1.128854,5.925097,0.551177,1.131849,5.936357,-132.81951396901428,-163.98427854583235
24.58,19.29,0.52713,1.124854,5.892681,0.534558,1.1278,5.904327,-122.53036437777885,-158.36635514432592
24.59,19.3,0.514537,1.120543,5.863864,0.538284,1.121788,5.896134,-126.34878387477319,-176.99886317865634
24.6,19.31,0.50298,1.117627,5.829828,0.509552,1.121148,5.842537,-117.34411113593019,-151.81947447518348
24.61,19.32,0.492443,1.115986,5.798322,0.499597,1.119427,5.810888,-119.6534660561019,-154.31292686101358
24.62,19.33,0.482372,1.115582,5.768161,0.492015,1.119472,5.779087,-131.43077585315424,-158.03078122759888
24.63,19.34,0.477705,1.116639,5.74202,0.486783,1.120518,5.747148,-150.53867112744416,-156.86313828601328
24.64,19.35,0.477648,1.119614,5.714797,0.491782,1.113851,5.738461,-120.84896691821145,157.81730275334397
24.65,19.36,0.472243,1.117888,5.682036,0.480688,1.112417,5.70613,-109.3156759897363,147.06326135852382
24.66,19.37,0.46303,1.114043,5.648685,0.471083,1.110529,5.673146,-108.22247220211086,156.42551113586322
