Time (Seconds),Unnamed: 1,X1,Y1,Z1,X2,Y2,Z2,Pxy,Pxz
9.31,6.03,3.746986,1.97937,6.183498,3.744565,1.986159,6.19326,-76.07152536015505,-70.37344665836078
9.32,6.04,3.759598,1.975678,6.147944,3.758471,1.981864,6.15773,-83.43050046520764,-79.67477807707515
9.33,6.05,3.773235,1.97037,6.109806,3.770036,1.977363,6.119081,-70.97039611760749,-65.41792096219065
9.34,6.06,3.786614,1.963975,6.071953,3.784189,1.971035,6.081405,-75.61058442567123,-71.04320190946491
9.35,6.07,3.799825,1.955695,6.034145,3.797355,1.962602,6.043545,-75.2774411142316,-70.3225321343433
9.36,6.08,3.811044,1.9464,5.996022,3.811581,1.953236,6.00599,-93.08367979190437,-94.49162947272065
9.37,6.09,3.824881,1.937836,5.958813,3.824385,1.944435,5.96846,-87.0567321763266,-85.70156531099886
9.38,6.1,3.835353,1.929377,5.920374,3.834616,1.936984,5.929797,-85.52783617343053,-84.46620138185514
9.39,6.11,3.848085,1.922997,5.881953,3.846282,1.930266,5.891373,-79.16456316453484,-76.06951953355791
9.4,6.12,3.857961,1.917654,5.843085,3.855611,1.924777,5.852565,-76.07757963441321,-71.74138992231916
9.41,6.13,3.865293,1.9138,5.803279,3.863504,1.920318,5.813106,-79.68232707532289,-74.65194720029217
9.42,6.14,3.87182,1.909952,5.761663,3.870492,1.916031,5.771838,-82.5640181689796,-77.6769356598317
9.43,6.15,3.877656,1.903589,5.720054,3.876925,1.909873,5.730083,-85.83116176469991,-83.3647656518042
9.44,6.16,3.884646,1.895006,5.677968,3.883126,1.901405,5.688054,-81.4297928571554,-76.63776857481557
9.45,6.17,3.892118,1.885066,5.635998,3.89085,1.891754,5.645945,-82.73536603911634,-79.26452480244838
9.46,6.18,3.89916,1.875449,5.594145,3.898221,1.882749,5.603829,-84.46168218146873,-82.67028432053043
9.47,6.19,3.904824,1.866824,5.551939,3.905131,1.873734,5.562229,-91.70890069140567,-92.5438848932936
9.48,6.2,3.910086,1.859971,5.510428,3.909346,1.866635,5.520398,-85.75513794870125,-83.66358292827383
9.49,6.21,3.913355,1.85384,5.468659,3.914221,1.860224,5.478741,-94.90940823424827,-97.72511193080167
9.5,6.22,3.916087,1.848694,5.426022,3.916344,1.855219,5.436191,-91.44772165280148,-92.25554144734714
9.51,6.23,3.918139,1.844751,5.381911,3.918514,1.851555,5.391938,-92.14180795439476,-93.15464454842645
9.52,6.24,3.92014,1.840562,5.336632,3.918722,1.847473,5.346956,-82.17936618113347,-78.40496870497495
9.53,6.25,3.920581,1.834241,5.29177,3.920208,1.841298,5.30187,-87.88498834111954,-86.97442858616165
9.54,6.26,3.921006,1.826131,5.24684,3.92075,1.83306,5.257202,-88.58475811567531,-87.88410288511464
9.55,6.27,3.921867,1.817203,5.201981,3.921456,1.82456,5.212104,-87.67503319824105,-86.80248559875632
9.56,6.28,3.922772,1.809275,5.15727,3.921962,1.816307,5.167489,-85.467976111221,-83.42918902596831
9.57,6.29,3.92356,1.803082,5.112479,3.922802,1.809907,5.122774,-85.78902616405834,-83.6625724716136
9.58,6.3,3.923906,1.798247,5.068062,3.923757,1.80479,5.07844,-89.17744414796465,-88.69546142772958
9.59,6.31,3.923804,1.795411,5.023143,3.924409,1.801717,5.033443,-93.36156930182453,-95.4802053183997
9.6,6.32,3.921822,1.795247,4.977827,3.922208,1.800489,4.988874,-92.00119279578337,-94.21143212632973
9.61,6.33,3.919413,1.795284,4.93141,3.920301,1.8001,4.942716,-94.4909265806188,-100.44716474002489
9.62,6.34,3.91706,1.79212,4.884203,3.917545,1.797669,4.89516,-92.53448259224373,-94.9951368043653
9.63,6.35,3.914808,1.787992,4.837009,3.914918,1.793366,4.848612,-90.54316529695872,-91.172619233736
9.64,6.36,3.912106,1.783388,4.79113,3.912695,1.788627,4.80201,-93.09874119679148,-96.4146018073368
9.65,6.37,3.909565,1.78033,4.745127,3.910277,1.785028,4.7563,-93.64624617288939,-98.61781582402524
