Time (Seconds),,X1,Y1,Z1,X2,Y2,Z2
33.89,31.78,4.157323,1.40649,3.507152,4.160336,1.406053,3.519535
33.9,31.79,4.150387,1.410161,3.468349,4.153981,1.408584,3.480455
33.91,31.8,4.143276,1.41537,3.428365,4.146846,1.413569,3.440434
33.92,31.81,4.135681,1.421248,3.388202,4.13935,1.419551,3.399927
33.93,31.82,4.128456,1.42634,3.347663,4.131958,1.424845,3.359457
33.94,31.83,4.122576,1.429646,3.30685,4.124477,1.429325,3.318896
33.95,31.84,4.114246,1.431316,3.265359,4.117517,1.43125,3.277538
33.96,31.85,4.106139,1.430997,3.224133,4.110284,1.431787,3.236081
33.97,31.86,4.099196,1.430541,3.182611,4.10262,1.431524,3.195368
33.98,31.87,4.091537,1.430004,3.143243,4.095431,1.430796,3.155304
33.99,31.88,4.084307,1.430083,3.103317,4.088493,1.430107,3.114869
34,31.89,4.078608,1.430448,3.062957,4.079886,1.431674,3.076804
34.01,31.9,4.070452,1.432253,3.024294,4.071994,1.433444,3.036922
34.02,31.91,4.061037,1.436682,2.986333,4.062451,1.436612,2.998549
34.03,31.92,4.052326,1.441866,2.947109,4.052041,1.442587,2.959963
34.04,31.93,4.042704,1.448014,2.908705,4.044572,1.447615,2.921189
34.05,31.94,4.032064,1.452291,2.869141,4.035805,1.451609,2.881601
34.06,31.95,4.022588,1.454587,2.828839,4.026933,1.45431,2.841263
34.07,31.96,4.013832,1.454973,2.78819,4.017453,1.455415,2.80057
34.08,31.97,4.005772,1.454489,2.747676,4.007958,1.455299,2.760148
34.09,31.98,3.997072,1.453696,2.710424,3.998213,1.454471,2.71999
34.1,31.99,3.985677,1.451308,2.667764,3.98871,1.453326,2.680167
34.11,32,3.976216,1.450547,2.628851,3.979066,1.452115,2.641449
34.12,32.01,3.966724,1.450927,2.590805,3.969877,1.451678,2.603462
34.13,32.02,3.957047,1.452638,2.552758,3.96007,1.452974,2.56523
34.14,32.03,3.945923,1.456189,2.515993,3.949339,1.456449,2.528296
34.15,32.04,3.934983,1.461095,2.478297,3.938448,1.461036,2.490779
34.16,32.05,3.925183,1.465021,2.439659,3.927606,1.46494,2.452785
34.17,32.06,3.913374,1.467173,2.401662,3.916543,1.467429,2.413805
34.18,32.07,3.903039,1.46809,2.362595,3.905923,1.468855,2.375435
34.19,32.08,3.892204,1.468488,2.324268,3.895603,1.468469,2.335896
34.2,32.09,3.882254,1.468266,2.286596,3.884655,1.468366,2.298784
34.21,32.1,3.870637,1.468165,2.248723,3.873349,1.468496,2.260834
34.22,32.11,3.857101,1.469829,2.211349,3.861564,1.469907,2.224029
34.23,32.12,3.844133,1.472971,2.175896,3.849191,1.473019,2.187766
34.24,32.13,3.831059,1.4783,2.140951,3.836102,1.477393,2.152631
34.25,32.14,3.817348,1.48526,2.106505,3.82188,1.483571,2.117997
34.26,32.15,3.80194,1.490813,2.070593,3.807653,1.489534,2.082637
34.27,32.16,3.787206,1.494274,2.034015,3.793314,1.493259,2.045899
34.28,32.17,3.771925,1.495495,1.996953,3.777786,1.495314,2.008553
34.29,32.18,3.756778,1.495743,1.960344,3.762292,1.496159,1.97273
34.3,32.19,3.742472,1.495745,1.924511,3.746818,1.496653,1.936301
34.31,32.2,3.727157,1.496809,1.888971,3.732783,1.497303,1.900575
34.32,32.21,3.712558,1.499186,1.854397,3.720087,1.498665,1.867803
34.33,32.22,3.699055,1.502628,1.821272,3.700981,1.502912,1.832822
34.34,32.23,3.681689,1.50859,1.788721,3.683588,1.508228,1.79996
34.35,32.24,3.664571,1.515241,1.75583,3.670878,1.513621,1.768101
34.36,32.25,3.648644,1.520298,1.722138,3.653281,1.521031,1.738087
34.37,32.26,3.632809,1.522836,1.689296,3.632808,1.525064,1.708988
34.38,32.27,3.615502,1.524598,1.655401,3.614501,1.527711,1.68004
34.39,32.28,3.593009,1.526347,1.619435,3.597657,1.528628,1.644084
34.4,32.29,3.575922,1.52664,1.585192,3.582381,1.527687,1.60137
34.41,32.3,3.558952,1.527058,1.552209,3.566645,1.527292,1.562787
34.42,32.31,3.541502,1.528137,1.519267,3.550002,1.527969,1.529899
34.43,32.32,3.523612,1.530704,1.487707,3.53195,1.529061,1.500647
34.44,32.33,3.505264,1.53462,1.456529,3.513292,1.534116,1.466875
34.45,32.34,3.485858,1.539897,1.426075,3.49394,1.53935,1.43616
